queue_no,registry_key,title,source,author,year,legacy_category,target_category,domain_scope,authority_tier_candidate,target_authority_level_if_approved,review_bucket,planned_import_stage,target_table_plan,reviewer_roles_required,minimum_checks,blocking_flags,human_decision_required,initial_review_status,approval_decision,reference_document_status_on_import,knowledge_document_status_on_import,is_chat_eligible,chat_priority,supabase_dml_status,origin,origin_file,content_preview
54,1e95febce616,مجلة الأحكام العدلية - كتاب الوقف,https://dorar.net/feqhia/6119/,,,قانوني,law,waqf_law,official_or_legal_primary_candidate,official,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,legal_reviewer;senior_knowledge_approver;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;verify_legal_force;verify_effective_dates;verify_jurisdiction_palestine_or_historical_context;add_article_or_locator_citation,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/knowledge_base.json,"مجلة الأحكام العدلية هي القانون المدني العثماني المستمد من الفقه الحنفي، صدرت عام 1876م (1293 هـ). تحتوي على أحكام الوقف المستمدة من المذهب الحنفي.

تعريف العقار (المادة 1270): ما لا يمكن نقله من محل إلى آخر؛ كالدور والأراضي.

الولاية على الوقف (المادة 974): الولاية الخاصة أقوى من الولاية العامة، فولاية المتولي على الوقف أولى من ولاية القاضي عليه.

أحكام الوقف:
- الوقف يجوز على جهة بر لا تنقطع
- العقار يجوز وقفه بالإجماع
- المنقول يجوز وقفه عند أبي يوسف ومحمد خلافاً لأبي حنيفة
- من شرط الموقوف التأبيد، والعقار مؤبد"
55,8b11b60482b6,مجلة الأحكام العدلية - المادة 2: أركان الوقف,مجلة الأحكام العدلية,,,مجلة الأحكام,law,waqf_law,official_or_legal_primary_candidate,official,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,legal_reviewer;senior_knowledge_approver;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;verify_legal_force;verify_effective_dates;verify_jurisdiction_palestine_or_historical_context;add_article_or_locator_citation,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,أركان الوقف أربعة: الواقف، والموقوف، والموقوف عليه، والصيغة. ولا يصح الوقف إلا باجتماع هذه الأركان الأربعة.
56,39afd1529881,مجلة الأحكام العدلية - المادة 3: شروط الواقف,مجلة الأحكام العدلية,,,مجلة الأحكام,law,waqf_law,official_or_legal_primary_candidate,official,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,legal_reviewer;senior_knowledge_approver;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;verify_legal_force;verify_effective_dates;verify_jurisdiction_palestine_or_historical_context;add_article_or_locator_citation,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,يشترط في الواقف أن يكون حراً مكلفاً مالكاً للموقوف، فلا يصح وقف العبد ولا الصبي ولا المجنون ولا من لا يملك الموقوف.
57,e1c5f388ed55,مجلة الأحكام العدلية - المادة 6: استبدال الوقف,مجلة الأحكام العدلية,,,مجلة الأحكام,law,waqf_law,official_or_legal_primary_candidate,official,P1_LEGAL_PRIMARY_REFERENCE_REVIEW,stage_01_reference_documents_in_review,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,legal_reviewer;senior_knowledge_approver;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;verify_legal_force;verify_effective_dates;verify_jurisdiction_palestine_or_historical_context;add_article_or_locator_citation,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,لا يجوز استبدال الوقف إلا إذا تعطلت منافعه بالكلية، أو كان في الاستبدال مصلحة ظاهرة للوقف، وبإذن القاضي.
58,ea9e33f40aab,اختبار التصنيف 3,,,,administrative,administrative,administrative,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917341400.json,
59,cc23884bba15,الإشراف المعاصر على العقارات الوقفية,https://www.palestinecabinet.gov.ps/portal/GovService/Details/129,,,administrative,administrative,administrative,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917356953.json,
60,2a9f85003d7f,اختبار timestamp,,,,historical,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917341400.json,
61,f7dbb8ad2bf9,الأوقاف في الدولة العثمانية,,,,historical,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917131739.json,
62,4b287a45ff0b,الأوقاف في الدولة العثمانية,NULL,,,historical,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917356953.json,
63,c08f4edf98f7,الحاج أمين الحسيني - رئيس المجلس الإسلامي,سيرة الحاج أمين الحسيني,,,historical,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767972509854.json,
64,a88e6789dc6f,المجلس الإسلامي الأعلى (فلسطين),,,,historical,historical,historical,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767917131739.json,
